Gene,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex,N61311_untreated,N052611_untreated,N080611_untreated,N061011_untreated
DSTNP2,65,259,72,158,92,94,96,156
LRRC23,106,238,183,192,149,194,183,244
ENO2,1155,1150,1924,1442,1824,1291,1273,2020
ATN1,5012,8273,7223,8632,4383,5437,7294,6634
C12orf57,1061,1253,1199,1511,1002,994,983,1320
RNU7-1,2,5,3,3,1,5,4,6
PTPN6,1,0,1,3,1,3,1,2
LOC105369634,0,0,0,0,0,0,0,0
MIR200CHG,0,0,0,0,0,0,0,0
MIR200C,0,0,0,0,0,0,0,0
MIR141,0,0,0,0,0,0,0,0
PHB2,2633,3865,3417,3769,2571,2798,3228,2977
SCARNA12,11,12,17,12,6,8,15,14
EMG1,782,1350,1076,1207,705,745,808,809
LPCAT3,698,1372,1037,1307,504,716,831,742
C1S,48044,84290,60122,86988,50143,52725,57529,70074
C1R,49056,88546,56361,91205,47041,56076,47035,68253
C1RL,1602,4372,2211,3230,1697,2408,1863,2339
C1RL-AS1,280,549,343,526,351,505,341,441
RBP5,124,200,145,174,114,209,162,167
CLSTN3,477,1124,573,785,497,914,774,789
PEX5,787,1235,923,1352,911,865,896,1197
ACSM4,0,0,1,0,0,0,1,0
CD163L1,10,6,16,2,5,7,15,3
LOC101927882,0,0,0,0,0,0,0,0
CD163,13,28,55,21,1,3,1,1
APOBEC1,0,0,0,0,0,0,0,0
GDF3,0,0,0,0,0,0,0,0
DPPA3,0,0,0,0,0,0,0,0
CLEC4C,0,0,0,0,0,0,0,0
NANOGNB,0,0,0,0,0,0,0,0
NANOG,1,1,1,1,2,1,2,1
SLC2A14,58,149,191,133,86,68,128,129
SLC2A3,915,1604,2230,1609,1324,1097,1483,1475
FOXJ2,724,1229,952,1400,799,815,966,1116
C3AR1,0,1,0,2,0,2,0,3
NECAP1,458,700,624,724,462,514,641,670
CLEC4A,4,21,14,17,14,26,25,22
POU5F1P3,3,1,3,5,3,5,6,5
ZNF705A,0,1,0,1,0,0,0,0
FAM66C,64,92,95,92,124,128,72,112
FAM90A1,4,18,17,13,16,34,21,22
FAM86FP,43,132,179,202,104,167,130,272
LINC02449,33,51,56,74,45,84,61,123
LOC112268090,5,22,9,15,6,16,10,13
LOC107987171,1,2,0,0,1,0,0,0
LINC00937,1,4,2,3,0,1,1,4
LOC101927966,2,1,3,1,1,2,1,2
CLEC6A,0,0,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0,0,0
CLEC4E,0,0,0,0,0,0,0,0
LOC105369645,0,0,0,0,0,0,0,0
AICDA,1,0,0,1,1,0,0,1
MFAP5,554,4551,666,3332,430,2885,500,1816
RIMKLB,555,1351,1083,1269,820,1130,1191,1389
A2ML1,0,1,5,0,0,2,3,4
PHC1,838,1273,1100,1245,1163,1108,1284,1322
M6PR,1184,2309,1891,1957,1462,1549,1726,1927
KLRG1,4,12,16,12,24,17,10,29
LINC00612,1,7,2,3,4,5,0,10
A2M-AS1,219,803,117,561,244,319,48,511
A2M,15593,68887,10058,59012,20179,32329,2637,52192
PZP,76,435,43,340,91,127,14,309
A2MP1,0,0,0,0,0,1,1,0
MIR1244-3,24,95,33,60,26,13,38,49
LINC00987,58,70,53,49,55,61,41,80
LOC642846,28,60,69,37,41,69,83,53
LOC107984489,0,3,0,1,0,1,0,1
LOC105369649,0,0,0,0,0,0,0,1
LINC02367,0,0,0,1,1,0,0,1
LOC101928030,0,0,0,0,0,0,0,0
LOC728715,1,0,0,0,1,3,0,3
LOC105369647,0,0,0,0,0,0,0,0
LOC107987172,0,0,0,2,0,0,1,1
DDX12P,35,55,40,55,50,55,75,56
LOC105376678,2,3,0,2,7,4,0,2
LOC408186,9,7,0,13,25,14,0,15
KLRB1,0,0,0,1,0,0,2,0
LOC107987174,0,0,0,0,0,1,0,0
LOC374443,66,181,126,148,96,120,98,151
LOC105369728,0,1,0,0,1,1,0,1
CLEC2D,103,503,196,326,135,181,227,337
LINC02390,1,1,1,0,0,0,0,0
CLECL1P,0,1,0,0,0,0,0,2
CD69,0,0,0,0,0,0,0,0
KLRF1,0,7,1,8,2,3,0,6
CLEC2B,141,309,288,350,201,197,242,278
KLRF2,0,0,0,0,0,0,0,0
CLEC2A,0,0,0,0,0,0,0,0
LINC02470,0,0,0,0,1,0,0,0
CLEC12A-AS1,0,0,0,0,0,0,0,0
CLEC12A,0,0,0,0,0,0,0,0
CLEC1B,1,0,0,0,0,0,0,0
CLEC12B,0,0,0,0,0,1,0,1
LOC102724020,0,0,0,0,0,0,0,0
LOC112268091,0,0,0,0,0,0,0,1
CLEC9A,0,0,0,0,0,0,0,0
CLEC1A,1,3,2,2,1,1,1,0
LOC105369655,0,0,0,0,0,0,0,0
CLEC7A,0,0,0,0,0,0,0,0
OLR1,26,115,132,78,19,138,49,65
TMEM52B,0,2,5,4,0,5,4,3
LOC107984509,0,0,0,0,0,0,0,0
GABARAPL1,5166,14056,10822,12106,4145,7957,7416,7206
KLRD1,15,95,35,43,19,108,31,78
LOC105369656,0,0,3,0,0,1,1,1
LINC02617,0,0,0,0,0,1,1,2
KLRK1-AS1,1,12,0,3,1,12,1,3
KLRC4-KLRK1,1,2,0,0,0,1,1,0
KLRK1,1,2,0,0,0,1,1,0
KLRC4,0,0,0,0,0,0,0,0
KLRC3,0,0,0,0,0,0,0,1
KLRC2,0,0,0,0,0,0,0,0
KLRC1,0,0,0,0,0,0,1,0
LOC105369657,0,0,0,0,0,0,0,0
EIF2S3B,93,312,141,320,120,128,176,289
LOC105369658,0,0,0,0,0,0,0,0
LINC02446,0,0,0,0,0,0,0,0
LOC105376675,0,0,2,0,0,1,4,0
KLRA1P,38,94,47,69,74,79,84,87
MAGOHB,117,145,183,155,174,182,180,208
STYK1,0,1,4,3,1,3,3,0
YBX3,5107,8754,6526,9581,4167,4082,5356,5041
LOC112268104,2,12,6,5,4,3,2,10
LINC02366,0,0,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0,0,0
TAS2R9,0,0,0,1,0,0,0,0
LOC107984459,21,73,63,48,32,47,56,52
TAS2R10,1,8,2,4,2,8,4,8
PRH1-PRR4,35,61,61,70,45,70,65,76
PRR4,4,23,14,15,10,21,20,23
PRH1,29,48,49,60,38,54,45,61
TAS2R13,2,1,0,0,0,0,2,0
PRH2,2,5,3,4,3,4,6,7
PRH1-TAS2R14,32,52,54,51,39,50,43,53
TAS2R14,4,13,8,4,4,6,8,12
TAS2R50,0,0,2,1,0,0,0,0
TAS2R20,13,36,18,27,10,32,28,31
TAS2R19,1,4,3,12,0,4,5,4
TAS2R31,1,8,4,4,1,5,11,5
TAS2R46,0,2,0,0,0,0,0,1
TAS2R43,0,0,1,0,2,1,0,2
TAS2R30,0,0,1,0,0,0,1,1
SMIM10L1,345,792,697,694,363,581,615,536
TAS2R42,0,0,0,0,1,0,0,0
PRB3,1,0,2,3,0,5,0,1
LOC107987183,0,6,3,2,1,3,3,8
PRB4,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0
PRB2,0,1,0,0,0,0,0,0
LOC440084,1,0,0,1,0,0,0,0
LINC01252,9,59,19,68,19,38,29,73
ETV6,506,1005,981,834,478,719,733,703
BCL2L14,2,0,0,0,2,0,0,1
MIR1244-4,16,91,25,53,19,12,27,48
LRP6,1265,2752,1708,3356,2183,2404,2170,3957
MANSC1,660,1654,646,1511,894,1253,680,1453
LOH12CR2,19,40,29,36,27,28,42,47
BORCS5,218,592,467,569,417,535,459,664
LOC107984485,72,178,113,151,92,99,145,171
DUSP16,441,992,622,1044,610,731,799,984
LOC107984486,0,0,0,0,0,0,0,0
CREBL2,1701,4084,2408,3889,1885,2260,2016,2863
GPR19,97,120,111,164,120,110,92,147
CDKN1B,742,1280,923,1250,866,944,872,1094
LOC105369663,140,280,164,231,159,170,149,227
APOLD1,28,78,103,30,89,84,144,71
LOC107984129,4,4,2,0,1,2,3,1
MIR613,0,0,0,0,0,0,1,0
DDX47,560,1202,1023,1089,687,721,873,1007
LOC107984492,1,1,3,1,1,0,0,0
LOC112267864,2,1,1,0,1,0,1,0
RPL13AP20,126,759,139,544,132,107,183,502
GPRC5A,420,1299,642,786,539,937,981,616
MIR614,5,10,6,7,4,7,8,6
GPRC5D-AS1,19,83,116,36,40,61,112,45
GPRC5D,3,3,7,2,1,6,3,2
HEBP1,1259,3046,2137,2823,1220,1465,1749,1676
HTR7P1,157,401,290,206,241,346,408,231
FAM234B,250,525,394,603,247,247,249,299
GSG1,7,50,47,34,12,49,43,21
LOC105369666,0,0,0,0,0,0,0,0
EMP1,5150,14248,11213,15344,3963,4821,4699,6221
LINC01559,0,0,0,0,0,1,0,0
GRIN2B,0,0,0,1,1,0,1,1
LOC105369668,0,0,1,0,0,0,1,0
LOC105369667,0,0,0,0,1,0,0,0
ATF7IP,707,1669,1388,1396,1209,1613,1499,1536
PLBD1,27,75,34,62,45,42,39,69
LOC101928317,1,2,1,4,2,2,2,4
PLBD1-AS1,1,5,2,2,3,1,1,1
C12orf60,19,39,18,37,21,23,23,47
GUCY2C,2,6,3,4,4,5,4,3
LOC105369669,4,16,14,19,9,10,6,13
H4C16,4,9,6,11,2,4,2,6
H2AJ,615,1535,1050,2003,449,641,642,853
WBP11,996,2412,1556,2195,1177,1481,1683,1793
SMCO3,4,27,9,17,3,18,15,15
ART4,0,1,0,5,1,0,0,0
MGP,1151,12587,3447,10979,1024,4124,2595,6029
ERP27,3,76,35,77,2,8,10,14
ARHGDIB,19,46,66,75,10,24,13,35
LOC105369670,0,0,0,0,0,0,0,0
PDE6H,0,1,0,1,0,0,0,0
LINC01489,0,0,1,1,0,1,0,1
LOC107984506,0,0,0,0,0,0,0,0
RERG,8,7,16,29,4,3,16,17
RERG-AS1,0,0,0,0,0,0,0,0
PTPRO,30,119,84,120,63,64,112,141
LOC105369673,0,0,0,0,0,0,0,0
LOC105369672,0,5,6,2,0,2,2,1
EPS8,1705,3106,3471,3179,1453,1256,2392,1949
LOC102724146,153,195,279,190,137,177,228,159
STRAP,1798,3665,2930,3004,1487,2006,2475,2264
DERA,511,902,692,832,469,481,551,614
LOC101928362,0,1,0,2,0,1,0,3
SLC15A5,0,0,0,0,0,0,1,0
MGST1,2841,5109,8138,4714,2718,2953,7899,4085
LOC107984494,1,4,5,1,2,1,4,3
LMO3,58,140,211,98,21,29,57,49
LOC105369677,0,0,0,1,0,0,0,0
SKP1P2,31,113,52,64,30,35,55,62
LINC02378,0,0,0,0,0,0,0,0
MIR3974,0,0,0,0,0,0,0,0
RERGL,0,2,1,0,0,0,0,0
PIK3C2G,0,0,0,0,0,0,0,0
PLCZ1,0,0,0,0,0,0,0,0
CAPZA3,0,0,0,0,0,0,0,0
LOC102724227,1,2,0,0,3,9,4,6
LOC107984527,0,0,0,0,0,0,0,0
PLEKHA5,1114,2299,1734,2032,1513,1799,2451,2071
LOC112268092,1,11,4,8,4,12,18,4
AEBP2,595,1041,926,1011,782,831,1014,1194
LOC101928387,9,7,8,14,10,10,26,18
LOC105369682,0,0,0,0,0,0,0,0
LINC02398,0,0,0,1,0,0,0,3
LOC105369685,0,0,0,0,0,1,0,1
LINC02468,0,0,0,0,0,2,0,0
LOC105369686,0,0,0,0,0,0,0,0
LOC105369687,0,0,0,0,0,0,0,0
LOC105369688,0,0,0,0,0,0,0,0
PDE3A,56,96,349,179,53,197,291,349
SLCO1C1,9,18,61,36,8,35,52,67
SLCO1B3,0,0,0,0,0,0,0,0
SLCO1B3-SLCO1B7,0,0,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0,0,0
SLCO1B1,0,0,0,0,0,0,0,0
SLCO1A2,0,0,0,0,0,0,1,0
IAPP,0,0,0,0,0,0,0,0
PYROXD1,497,941,771,859,415,542,562,705
RECQL,1301,2439,1660,2353,1101,1361,1213,1569
GOLT1B,781,1447,1205,1244,955,828,1014,1149
SPX,14,21,11,17,17,17,17,21
GYS2,8,10,5,11,11,9,8,12
LDHB,6133,10552,7986,8387,6171,6739,7280,7442
LOC105369689,16,23,18,37,8,13,8,20
LOC102724261,8,5,3,2,9,3,1,2
KCNJ8,275,537,306,468,132,228,149,310
ABCC9,770,2162,1148,2668,447,696,501,1253
CMAS,489,1088,737,1046,470,533,599,747
LOC105369690,6,9,8,17,5,11,11,10
SULT6B2P,1,3,2,0,5,8,4,6
ST8SIA1,120,177,73,174,354,359,263,395
LOC112268093,3,5,3,3,7,8,3,13
LOC105369151,15,31,13,33,59,56,29,86
C2CD5,604,1160,825,1245,851,935,960,1191
C2CD5-AS1,0,2,0,1,0,0,0,0
ETNK1-DT,1,1,0,0,0,0,0,0
ETNK1,698,1407,824,1136,671,624,726,821
LINC02955,0,0,0,0,0,0,0,0
LOC101928441,0,0,0,0,0,0,0,0
SOX5,163,390,254,339,115,151,198,159
LOC105369697,0,0,0,0,0,0,0,0
LOC105369696,0,0,0,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,0,0,0
LINC00477,0,0,0,0,0,0,0,0
LOC105369698,0,0,0,0,0,0,0,0
BCAT1,1745,4050,3420,5478,2050,2781,2848,5042
LOC105369699,21,36,75,73,35,60,57,81
LOC107984475,0,0,0,0,0,0,0,0
LINC02909,0,0,0,0,0,0,0,0
LOC645177,0,0,0,1,0,0,1,0
IRAG2,1,1,1,1,3,4,2,3
DNAI7,7,16,9,11,12,22,9,32
ETFRF1,211,449,293,394,223,343,347,434
KRAS,636,1439,1139,1195,718,1091,913,1091
LOC105369701,0,0,0,0,0,0,0,0
LMNTD1,0,1,2,0,0,1,1,0
MIR4302,0,0,0,0,0,0,0,0
RASSF8-AS1,53,118,149,128,55,75,91,111
RASSF8,1176,2791,2645,2995,802,960,1483,1452
LOC107984501,2,0,0,0,0,0,0,0
BHLHE41,63,142,179,130,113,81,133,171
SSPN,427,1649,1124,1506,592,920,861,1149
LOC101928554,0,2,0,3,0,0,3,0
LOC105369705,0,0,0,0,0,1,0,0
LOC105369704,0,0,0,0,0,0,0,0
LOC107984482,0,0,0,0,0,0,0,0
ITPR2,183,465,487,636,127,211,252,231
LOC105369706,0,0,0,0,0,0,0,0
INTS13,369,639,641,533,398,437,594,473
FGFR1OP2,462,819,573,809,474,598,652,734
TM7SF3,1682,4674,2526,4069,1459,1466,1459,1673
MED21,414,761,682,811,446,497,520,653
C12orf71,0,2,1,1,0,0,0,2
STK38L,466,1030,915,991,344,469,571,582
BMAL2,242,579,449,604,332,399,405,511
BMAL2-AS1,7,13,14,15,13,8,13,12
SMCO2,3,1,3,2,1,1,2,1
PPFIBP1,1236,2021,2401,2380,1722,2159,2284,2271
MRPS35-DT,1,2,1,3,1,0,2,0
REP15,6,6,4,5,16,9,11,7
MRPS35,550,1123,809,1072,505,606,701,850
MANSC4,3,8,6,8,1,1,8,4
KLHL42,1152,2516,1947,2534,666,758,1038,903
LOC105369709,0,1,0,0,0,0,0,0
PTHLH,24,124,80,203,21,60,61,83
LOC105369710,0,1,1,2,0,1,2,2
LOC107984462,0,0,0,0,0,0,0,0
LOC729291,39,125,84,99,49,65,64,101
CCDC91,357,700,559,676,393,467,527,613
LOC101928705,24,85,37,54,18,40,39,32
LOC105369711,0,0,1,1,1,1,1,1
LOC101928735,0,1,6,8,0,0,3,2
FAR2,321,589,511,519,220,278,414,401
LOC100506606,16,53,36,33,21,32,26,27
ERGIC2,912,2108,1854,2052,1019,1229,1571,1553
OVCH1-AS1,2,10,4,5,3,2,2,1
OVCH1,6,32,35,34,8,22,23,11
TMTC1,3667,12903,13435,11391,2692,6443,8436,5056
LOC105369714,7,27,33,29,6,22,25,11
LOC105369715,0,0,0,0,0,0,0,0
LOC105369716,0,0,0,0,0,0,0,0
LINC02386,0,0,0,0,0,0,0,0
LOC105369718,0,0,0,0,0,0,0,0
LOC105369719,0,0,0,1,1,0,0,0
LOC105369720,0,0,0,1,0,1,0,0
IPO8,1046,2209,2005,2296,1389,1626,1903,2082
CAPRIN2,394,899,823,1102,514,822,857,1162
LOC645485,1,3,1,4,2,3,1,7
LINC00941,7,26,58,50,13,26,53,65
LOC107984476,0,0,1,1,0,0,2,0
TSPAN11,159,212,256,143,488,407,636,348
DDX11-AS1,3,8,6,3,7,6,7,6
DDX11,171,170,176,268,292,219,206,330
OVOS2,2,2,0,2,5,2,1,3
SINHCAF,120,178,196,158,106,100,136,109
FLJ13224,0,4,2,3,3,1,0,3
LINC02387,0,0,0,1,0,0,0,0
DENND5B,345,586,576,607,515,526,779,902
DENND5B-AS1,11,22,42,19,17,26,28,24
ETFBKMT,65,201,125,169,126,149,135,165
AMN1,34,75,49,65,63,68,82,106
LOC105369722,0,0,1,2,0,0,1,0
LOC105369724,0,0,0,0,0,1,0,0
LOC107984470,0,0,0,0,0,0,0,0
H3-5,79,373,120,316,82,114,140,269
LOC107984532,0,0,0,0,0,0,0,0
LINC02422,1,0,0,0,0,0,0,0
LOC105369725,13,6,8,9,10,3,9,10
RESF1,291,678,508,732,408,518,568,762
LOC102724618,0,0,1,0,0,0,1,3
LOC107984473,0,0,0,0,0,0,0,0
BICD1,210,408,556,437,315,395,471,540
FGD4,1465,3421,2368,4559,384,462,546,801
DNM1L,1047,1945,1635,1741,922,1175,1250,1329
YARS2,306,644,498,537,292,393,427,497
PKP2,57,33,14,15,12,9,0,5
SYT10,0,0,0,0,0,0,0,0
LOC105369726,0,0,0,0,0,0,0,0
ALG10,114,210,149,230,135,129,141,197
LOC107984469,0,0,0,0,0,0,0,0
ALG10B,141,265,181,296,178,184,202,268
CPNE8,174,348,217,341,212,272,263,317
CPNE8-AS1,3,8,3,9,6,5,7,5
LOC107984484,0,0,0,0,0,0,0,0
LINC02406,0,0,0,0,0,0,0,0
KIF21A,62,76,130,95,78,82,114,90
LOC101927019,0,0,1,0,1,0,1,0
ABCD2,1,5,0,2,2,2,0,0
C12orf40,6,16,15,15,4,7,7,12
SLC2A13,441,755,625,760,335,350,463,628
LOC112268095,0,0,0,0,0,0,0,0
LINC02555,0,0,0,0,0,0,0,0
LINC02471,0,0,0,0,0,0,0,0
LRRK2-DT,0,0,0,0,0,0,0,0
LOC105369735,0,0,0,0,0,0,0,0
LRRK2,821,1950,1423,2538,685,893,1122,1599
LOC105369736,0,1,0,2,1,0,0,2
MUC19,18,15,10,1,12,12,25,10
CNTN1,49,101,61,92,49,35,48,54
LOC107984496,0,0,0,0,0,0,0,0
PDZRN4,0,6,0,1,2,10,2,1
LOC107984499,0,0,0,0,0,0,0,0
LOC107984498,0,0,1,0,0,0,0,1
LINC02400,0,0,0,0,0,0,0,0
LOC105378247,1,4,0,0,0,0,0,1
GXYLT1,612,1216,1067,1126,580,612,1034,843
YAF2,271,494,312,400,189,234,280,296
ZCRB1,624,1111,930,1150,699,851,996,1168
MIR7851,0,0,2,1,5,0,1,1
PPHLN1,760,1576,1437,1504,848,990,1168,1185
PRICKLE1,492,1332,976,1128,673,894,710,916
LINC02402,0,0,0,0,0,0,0,0
LINC02451,0,0,0,0,0,0,0,1
LINC02450,0,0,0,0,1,1,0,0
LINC02461,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0
PUS7L,422,819,688,821,487,616,641,816
IRAK4,545,919,605,979,517,657,701,878
TWF1,2067,3595,3776,3457,2328,2965,3430,3193
TMEM117,106,307,188,235,221,265,257,342
NELL2,1,2,0,1,0,0,2,0
DBX2,0,0,0,0,0,0,0,0
LOC105369742,0,0,0,0,0,0,0,0
RACGAP1P1,1,9,1,8,0,1,1,7
PLEKHA8P1,25,56,45,38,31,36,35,40
ANO6,2908,7310,5109,7140,3243,3890,4006,4854
LOC105369743,0,1,0,0,1,1,1,1
LOC105369744,0,1,0,0,0,0,0,1
LINC00938,95,149,139,156,128,122,135,153
ARID2,532,894,899,924,692,765,970,958
LOC105369745,3,9,13,11,11,12,12,9
SCAF11,1815,3878,3912,3540,2145,2485,3095,2914
SLC38A1,1885,6197,4780,5985,1513,2334,2089,3228
LOC105378248,0,7,7,6,4,5,1,6
SLC38A2,20391,60575,33197,56040,13453,13225,16659,17939
SLC38A2-AS1,3,9,14,16,3,4,3,4
SLC38A4-AS1,20,70,70,65,26,31,40,33
SLC38A4,90,354,688,276,136,204,412,262
LOC107984466,1,5,1,1,1,0,0,1
AMIGO2,233,291,363,515,183,201,200,450
PCED1B,30,40,47,40,21,27,26,56
MIR4698,0,0,0,0,0,0,0,0
PCED1B-AS1,2,1,2,1,0,0,0,1
LOC105369746,0,0,0,0,0,0,0,0
LOC105369747,0,0,0,0,0,0,0,0
LINC02416,0,0,0,0,0,0,0,0
MIR4494,0,0,0,0,0,0,0,0
LINC02156,0,0,0,0,0,0,0,0
RPAP3,334,337,504,542,368,264,612,618
RPAP3-DT,26,50,42,71,33,31,36,67
ENDOU,15,19,6,10,2,5,5,6
RAPGEF3,83,101,50,179,125,102,114,228
SLC48A1,494,1220,743,1149,502,615,669,867
HDAC7,3545,6038,4304,6747,2677,2936,2716,3725
LINC02354,2,7,4,5,4,4,5,2
VDR,774,1264,1648,1440,1088,1373,1317,1292
TMEM106C,327,952,832,876,507,725,820,834
COL2A1,1,0,0,0,0,0,0,0
LOC105369752,0,0,0,0,0,0,0,0
LOC105369750,0,0,0,0,0,0,0,0
SENP1,351,733,564,635,370,448,586,640
PFKM,1272,2136,1678,1997,1482,1846,1926,2119
MIR6505,2,0,2,0,1,1,1,0
ASB8,464,928,562,865,584,714,716,872
CCDC184,42,19,32,53,24,17,16,22
LOC102725258,1,1,0,1,1,2,1,2
OR10AD1,0,0,3,0,0,2,0,1
LOC105369753,0,0,0,0,0,0,0,0
H1-7,0,1,0,2,0,0,1,0
ZNF641,249,435,415,470,231,305,298,391
C12orf54,0,2,0,0,1,0,3,3
ANP32D,1,0,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0,0,0
LALBA,0,0,0,0,0,0,0,0
KANSL2,276,655,453,555,340,393,469,496
SNORA2C,1,0,0,0,0,0,0,0
MIR1291,1,0,0,0,0,0,0,0
SNORA2A,0,1,1,0,0,2,1,1
SNORA2B,0,2,0,0,0,1,0,0
CCNT1,649,1257,1025,1156,668,738,765,917
TEX49,304,747,507,647,356,426,469,525
ADCY6,1281,2880,2517,3044,1515,2009,2236,2359
MIR4701,2,3,3,3,5,5,2,4
ADCY6-DT,2,4,0,1,1,4,2,2
LOC101927241,25,33,38,36,22,26,36,24
CACNB3,1378,1962,1683,2152,1317,1401,1632,1834
DDX23,1561,2584,2299,2206,1591,1775,1998,2014
LOC105369755,22,18,31,30,22,24,30,27
RND1,9,18,11,9,3,5,2,0
CCDC65,7,39,31,24,12,21,16,25
FKBP11,247,520,538,447,278,291,271,365
ARF3,2979,6462,4842,5312,3119,3612,3592,4409
WNT10B,0,3,2,0,1,8,2,3
WNT1,0,0,0,0,0,0,0,0
LOC105369757,0,0,0,0,0,0,0,0
LOC105369756,0,0,0,0,0,0,0,0
DDN,1,3,2,3,4,0,3,3
DDN-AS1,26,47,49,45,33,41,48,40
PRKAG1,1226,2451,1785,2077,1360,1595,1654,1881
KMT2D,1849,2825,3899,3652,2056,2362,2715,2780
RHEBL1,11,49,36,42,12,16,12,19
DHH,0,0,2,0,0,0,1,0
LOC105369759,0,1,0,1,0,0,0,2
LMBR1L,609,1214,926,1394,606,706,737,948
TUBA1B,5888,8003,10448,5683,13675,12789,10678,11415
TUBA1B-AS1,1,3,1,1,2,0,7,1
TUBA1A,5476,7324,8785,5567,14454,14845,14219,12557
TUBA1C,2106,3873,4143,2569,3960,4529,3998,4534
TROAP-AS1,1,5,3,3,3,5,6,5
PRPH,5,1,1,2,1,3,7,3
TROAP,10,14,9,8,10,8,6,10
C1QL4,5,2,0,0,0,2,2,0
DNAJC22,32,60,58,41,55,66,90,64
SPATS2,462,870,793,754,784,802,1238,1058
LOC100335030,1,0,1,0,0,0,0,0
KCNH3,5,9,22,5,6,7,15,13
LOC105369761,1,1,3,0,0,0,3,0
MCRS1,760,1285,1150,1216,735,856,929,975
FAM186B,6,17,21,20,10,15,20,21
PRPF40B,222,375,391,357,298,347,417,375
FMNL3,444,923,858,806,692,759,1003,901
TMBIM6,10342,22472,17956,19273,9348,13291,13581,13971
NCKAP5L,572,969,1016,1051,701,883,877,999
BCDIN3D-AS1,40,81,70,76,46,72,76,90
BCDIN3D,70,165,114,148,85,113,121,156
FAIM2,82,98,163,56,313,197,389,247
LINC02396,0,0,0,0,0,0,0,1
LINC02395,0,0,0,0,0,0,1,1
LOC105369763,0,0,1,0,0,0,0,0
AQP2,0,0,0,0,0,0,1,0
AQP5-AS1,0,0,0,0,0,0,0,1
AQP5,0,0,1,0,0,0,1,4
LOC105369764,1,1,0,0,0,0,0,0
AQP6,4,3,0,2,0,1,0,1
LOC102723963,0,0,0,0,0,0,0,0
RACGAP1,531,641,334,708,382,439,471,478
ASIC1,255,440,240,323,332,432,311,399
SMARCD1,812,1365,1115,1301,826,891,1155,1107
GPD1,1,4,5,3,1,7,1,7
COX14,322,687,450,573,274,333,365,464
CERS5,647,1388,1177,1253,503,710,740,879
LIMA1,5444,13359,14880,9786,6234,12773,13672,13219
MIR1293,0,0,1,0,0,0,0,0
LOC107984505,7,9,10,6,4,10,6,11
FAM186A,0,4,4,3,0,0,1,3
LARP4,1347,2027,1612,2242,797,740,1074,1187
SNORD133,1,3,1,6,3,3,1,6
DIP2B,778,1373,1219,1713,1161,1025,1475,1570
ATF1,367,700,614,740,408,483,522,694
TMPRSS12,0,0,0,0,0,0,0,0
METTL7A,5544,12896,4888,14132,1462,1669,1474,1924
HIGD1C,2,11,5,10,4,5,3,4
SLC11A2,941,1920,1604,2110,899,1042,1184,1464
LETMD1,805,1638,986,1645,1003,1131,1156,1499
CSRNP2,497,952,750,854,571,542,760,682
TFCP2,407,1012,800,860,546,666,789,835
POU6F1,246,489,349,494,342,392,465,553
DAZAP2,2999,5681,4932,5711,3150,3835,4556,4691
SMAGP,117,283,202,273,125,201,205,231
LOC102723983,18,65,45,52,30,56,47,55
BIN2,0,1,1,0,0,0,0,1
LOC105369767,0,0,0,0,0,0,0,0
CELA1,0,5,1,0,0,6,5,1
GALNT6,54,322,268,104,90,270,329,206
SLC4A8,48,184,143,119,60,149,191,142
SLC4A8-AS1,0,0,0,0,0,0,0,0
LOC105369768,0,0,0,0,0,0,0,0
SCN8A,618,1180,1034,1308,676,993,872,1102
FIGNL2,6,18,11,10,8,24,9,30
FIGNL2-DT,0,1,0,0,0,0,0,1
ANKRD33,1,0,7,0,2,2,5,3
ACVRL1,1267,1740,1325,1749,759,729,686,867
ACVR1B,714,1426,1207,1376,683,776,842,979
TAMALIN-AS1,14,11,14,17,22,22,18,25
TAMALIN,221,214,163,255,309,220,245,287
NR4A1,276,404,658,610,179,135,151,232
LOC107984510,2,2,5,4,2,0,1,3
ATG101,571,938,988,1009,630,606,685,789
SMIM41,139,240,142,267,116,95,50,211
OR7E47P,112,182,108,189,93,76,42,148
LOC112268096,9,8,13,17,6,15,5,11
LOC105369771,8,7,7,13,6,4,3,10
KRT80,12,20,46,4,5,20,4,17
LINC02874,0,1,0,0,0,0,0,0
LINC00592,0,1,1,1,0,1,0,2
KRT7,86,484,627,328,36,330,139,195
KRT7-AS,15,79,115,53,8,62,16,32
KRT87P,0,2,6,1,0,3,1,3
KRT86,3,4,9,1,1,9,2,3
KRT81,2,4,3,3,0,1,1,1
KRT83,0,0,0,0,0,0,0,0
KRT85,0,0,0,0,0,0,0,0
KRT84,0,0,0,0,0,0,0,0
KRT82,0,0,0,0,0,0,0,0
KRT75,0,0,0,0,0,0,0,0
KRT6B,0,0,0,0,0,0,0,0
KRT6C,0,0,0,0,0,0,0,0
KRT6A,0,0,0,1,0,0,1,0
